Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4316333604,2017-09-08T00:00:00,1925,49,,CA,201711,,SUBA,PA,SL,2025 CORINTH AVE,00204,51,80.58L,PREFERENTIAL PARKING,68,6427055.907423,1837261.766521
4323880374,2017-12-22T00:00:00,949,,,CA,201704,,KIA,PA,GY,12043 AINSWORTH ST S,00558,55,80.69BS,NO PARK/STREET CLEAN,73,6473662.333309,1794426.424814
4270788045,2015-11-06T00:00:00,1028,CB2040,,CA,,,ISU,CM,WT,1301 MAPLE AVE S,00669,56,88.13B+,METER EXP.,63,6483734.9,1835059.7
4260273835,2015-06-10T00:00:00,2023,,,CA,201602,,MERZ,PA,WT,6400 W SELMA AVE,00402,54,80.56E1,WHITE ZONE,58,6461907.6,1858855.4
4253933353,2015-03-19T00:00:00,1742,,,CA,,,HOND,PA,GY,186 SOUTH ALVARADO STREET,00641,56,80.70,NO STOPPING/ANTI-GRI,163,6479336.5,1845891.8
4331125971,2018-05-10T00:00:00,1408.0,22,,CA,201806.0,,FORD,PA,SL,148 GLENROY AVE S,00183,51.0,80.58L,PREFERENTIAL PARKING,68.0,6421974.065905999,1848969.8339
4261857154,2015-07-01T00:00:00,1143,,,CA,201503,,TOYT,PA,GY,210 ALPINE ST,00643,56,5204A-,DISPLAY OF TABS,25,6489755.4,1845042.3
4340758785,2018-10-04T00:00:00,1619.0,,1350.0,CA,201903.0,,JEEP,PA,GY,10944 STRATHMORE DR,00116,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6425453.660119,1847128.9119310002
4335707165,2018-07-16T00:00:00,1007.0,,,CA,201905.0,,KIA,PA,WT,134 WITMER ST,00600,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6482632.7625980005,1844992.4613189998
4252472125,2015-01-30T00:00:00,1102,,,CA,201506,,FORD,PA,SL,9610 ZELZAH AVE,334,53,80.69BS,NO PARK/STREET CLEAN,73,6403529.7,1911997.3
4274015141,2016-01-05T00:00:00,706,,,CA,201604,,VOLV,PA,WT,621 7TH ST E,689R1,56,80.69AP+,NO STOP/STANDING,93,6483869.7,1839743.8
1111941331,2015-03-23T00:00:00,1730,,,CA,201509,,FORD,PA,GY,6221 W 96TH ST/A27,2X1,2,8936,RED CURB,93,99999,99999
4256032336,2015-03-24T00:00:00,1251,,,CA,201411,,CHEV,PA,WT,4800 CRANER AVE,00354,53,5204A-,DISPLAY OF TABS,25,6450016.5,1879970.5
4267390606,2015-09-17T00:00:00,2248,,,CA,201506,,CHEV,PA,GY,232 SAN PEDRO ST S,00601,56,5204A-,DISPLAY OF TABS,25,6488393.1,1840325.9
4321485195,2017-11-29T00:00:00,1231,,,CA,201801,,NISS,PA,WT,13142 VANOWEN ST,00361,53,80.69BS,NO PARK/STREET CLEAN,73,6434888.29496,1893224.25378
4349438262,2019-02-18T00:00:00,1708.0,,,CA,201810.0,,BMW,PA,WT,1618 COSMO ST,00401,54.0,80.69B,NO PARKING,73.0,6462122.609956,1858978.1481020001
4333896066,2018-05-30T00:00:00,1213.0,VN250,,CA,201905.0,,INFI,PA,BK,14501 VICTORY BL,00300,53.0,88.13B+,METER EXP.,63.0,6425964.248094999,1890614.524484
4350067400,2019-03-08T00:00:00,903.0,,,CA,201804.0,,HOND,PA,WT,1272 ISABEL ST,00600,56.0,5204A-,DISPLAY OF TABS,25.0,6492970.705076001,1857940.565168
4280981902,2016-04-22T00:00:00,1233,,,CA,201711,,OTHR,PA,BN,15400W ANTIOCH ST,00406,51,22514,FIRE HYDRANT,68,99999,99999
4324441671,2018-01-12T00:00:00,1206,,,CA,201812,,TOYT,PA,BL,15962 GAULT STREET,369B,53,80.69BS,NO PARK/STREET CLEAN,73,6416325.712004,1895276.554278
4327142411,2018-02-28T00:00:00,1023,NH1286,,CA,201803,,ACUR,PA,SL,11001 MCCORMICK ST,00395,53,88.13B+,METER EXP.,63,6449300.792193,1882982.145549
4264287742,2015-09-02T00:00:00,818,,,CA,201604,,VOLV,PA,BK,2446 GLYNDON AVE,00133,51,80.69BS,NO PARK/STREET CLEAN,73,6425761,1820767.7
4284270863,2016-06-03T00:00:00,825,,,CA,201608,,HOND,PA,GN,3276 INGLEDALE TER,00674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4337047610,2018-08-29T00:00:00,1049.0,,,KY,201902.0,,FORD,PA,GY,1762 GARFIELD PL,00400,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6467605.047617,1859963.3771040002
4293977564,2016-09-23T00:00:00,1813,13,,CA,201612,,MAZD,PA,WT,133 SOUTH CROFT AVENUE,00401,54,80.58L,PREFERENTIAL PARKING,68,6448347.2,1849631.4
4284716855,2016-06-20T00:00:00,1405,,,CA,201701,,DODG,PA,RD,1501 ORANGE DR N,00481,54,80.69BS,NO PARK/STREET CLEAN,73,6458318.2,1858210.1
4306230316,2017-04-12T00:00:00,1604,,,TN,,,OTHR,TR,BK,12243 BRANFORD STREET,00394,53,80.69.1A,COMM TRAILER/22 FT.,78,6440646.824619,1913679.022949
4253762796,2015-02-13T00:00:00,1520,OS263,,CA,201511,,CHEV,PA,RD,11301 LA GRANGE AV,00903,51,88.13B+,METER EXP.,63,6427258.1,1837595.5
4292293902,2016-09-16T00:00:00,2224,,,CA,,,CHEV,PA,BK,8510 SHERWOOD DR,00402,54,80.69B,NO PARKING,73,99999,99999
4306475235,2017-04-16T00:00:00,116,,,CA,201707,,TOYT,PA,SL,1101 ARAPAHOE ST,00500,55,80.56E4+,RED ZONE,93,6475224.451378,1840990.888467
4336110730,2018-07-24T00:00:00,821.0,,,CA,201905.0,,NISS,PU,BK,3003 LEEWARD AVENUE,00492,54.0,80.69AA+,NO STOP/STAND,93.0,6474091.35236,1843873.7158779998
4274312136,2016-01-06T00:00:00,823,,,CA,201603,,CHEV,PA,YE,2406 GRAND VIEW AVE,00137,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4348787203,2019-02-07T00:00:00,1009.0,,,CA,201906.0,,TOYT,PA,BK,8927 CANBY AVE,00335,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6399985.701257,1907369.403679
4332480810,2018-05-21T00:00:00,1411.0,,,CA,201810.0,,CHEV,PA,BK,3865 TACANA ST,00500,55.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4282410915,2016-05-26T00:00:00,925,,0815,CA,12,,HOND,PA,BL,6620 W LELAND WAY,00473,54,80.69C,PARKED OVER TIME LIM,58,6460660.9,1857854.4
4297349921,2016-11-16T00:00:00,1051,,,CA,,,TOYT,PA,BL,1821 E MARENGO ST,00600,56,80.71.4,PRIVATE PROPERTY,68,6497716.39782372,1843648.2473128
4299881725,2017-01-10T00:00:00,1656,,,CA,201611,,JEEP,PA,GY,4600W MELBOURNE AVE,00403,54,5204A-,DISPLAY OF TABS,25,6473999.991858,1860210.490706
4327589383,2018-03-19T00:00:00,1925,13,,CA,201901,,MAZD,PA,BK,133 CROFT AV S,401B,54,80.58L,PREFERENTIAL PARKING,68,6448347.167717,1849631.419071
4321479186,2017-11-16T00:00:00,913,,,CA,4,,TOYT,PA,WT,14636 SUTTON STREET,369B,53,80.69BS,NO PARK/STREET CLEAN,73,6424399.82976824,1876460.52118564
4269591631,2015-10-25T00:00:00,857,,,CA,201604,,DODG,PA,BK,AF 13911 PIERCE ST,330R2,53,22500E,BLOCKING DRIVEWAY,68,99999,99999
4300613730,2017-01-12T00:00:00,1049,,,CA,,,DODG,MH,OT,1101 BLAINE ST,00641,56,80.69BS,NO PARK/STREET CLEAN,73,6479550.677982,1839172.776173
4292938521,2016-09-07T00:00:00,1023,,,CA,201708,,MITS,TK,GO,566 BROOKS AVE,138R2,51,80.69BS,NO PARK/STREET CLEAN,73,6419358.8,1820905.8
4310677696,2017-06-07T00:00:00,905,,,CA,201806,,MAZD,PA,GY,2711 ELLENDALE PL,00536,55,80.69BS,NO PARK/STREET CLEAN,73,6474157.633564,1833843.732897
4310331686,2017-06-20T00:00:00,902,,,CA,201804,,TOYT,PA,BK,2417 WILSON AVE,00131,51,80.69BS,NO PARK/STREET CLEAN,73,6422875.501188,1817600.055837
4281880116,2016-04-28T00:00:00,1210,,,CA,,,MERZ,PA,BK,9400 AIRPORT BLVD,00131,51,80.69BS,NO PARK/STREET CLEAN,73,6444632.7,1804617.4
4261449415,2015-06-18T00:00:00,906,,,CA,201509,,OTHR,TK,WT,800 12TH ST E,00686,56,80.56E4+,RED ZONE,93,6485703.4,1834274.5
4295024941,2017-01-31T00:00:00,841,,,AZ,201703,,NISS,PU,WT,13700 DAVANA TERRACE,00367,53,80.69BS,NO PARK/STREET CLEAN,73,6430709.12519708,1875883.63851979
4317940373,2017-09-22T00:00:00,822,,,CA,201806,,CHEV,PA,WT,5250 HARMONY AVE,00356,53,80.69BS,NO PARK/STREET CLEAN,73,6450816.743543,1883565.100688
4313296400,2017-07-21T00:00:00,444,,,CA,201711,,SUZI,MC,BL,150 ROSELAWN PL,00600,56,80.69BS,NO PARK/STREET CLEAN,73,6502791.728892,1861665.694785
4312662572,2017-07-19T00:00:00,1709,,,CA,201707,,FORD,PU,RD,17259 ROSCOE BOULEVARD,00310,53,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163,6407798.652981,1903241.459981
4344571044,2018-12-03T00:00:00,1627.0,GA29A,,RI,201901.0,,SUBA,PA,BK,3169 GLENDALE BL,00611,56.0,88.13B+,METER EXP.,63.0,6482469.632229,1865221.2478540002
4255900806,2015-05-26T00:00:00,332,503,,MS,201509,,STRN,PA,SL,5148 TYRONE AVE,00316,53,80.54H1,OVNIGHT PRK W/OUT PE,68,99999,99999
4268493972,2015-11-13T00:00:00,1333,,,CA,201308,,FORD,PA,GY,15000 NURMI ST,00393,53,5204A-,DISPLAY OF TABS,25,99999,99999
4269402546,2015-10-20T00:00:00,2239,36,,CA,201606,,MERC,PA,GO,741 MANSFIELD AVE S,00400,54,80.58L,PREFERENTIAL PARKING,68,6458420.4,1844924.8
4305782460,2017-04-07T00:00:00,1134,,,CA,201702,,LEXS,PA,SL,800 ALFRED ST N,00471,54,5204A-,DISPLAY OF TABS,25,6448036.816718,1853646.7963
4345615223,2019-01-02T00:00:00,2131.0,,,CA,201904.0,,FORD,CM,GN,800 42ND PL W,00500,55.0,80.56E4+,RED ZONE,93.0,6474624.892091,1824846.858448
1112683283,2015-11-04T00:00:00,1224,,,CA,201601,,MAZD,PA,GY,1655 N RODNEY DR,00449,54,8069BS,NO PARK/STREET CLEAN,73,99999,99999
4297245466,2016-11-18T00:00:00,1918,49,,CA,201709,,LEXS,PA,WT,2046 CORINTH AVE,00111,51,80.58L,PREFERENTIAL PARKING,68,6427139.1131,1837144.817204
4334316556,2018-07-02T00:00:00,1522.0,,,CA,201903.0,,OTHR,TK,WT,406 4TH ST E,00676,56.0,80.56E4+,RED ZONE,93.0,6485735.86918,1840808.3179
4249713893,2015-01-06T00:00:00,1100,,,CA,201409,,TOYT,PA,WT,2477 AMHERST AVE,161,51,5204A-,DISPLAY OF TABS,25,6425511.6,1832433.8
4263154383,2015-07-11T00:00:00,2301,WV383,,CA,201603,,TOYT,PA,SL,1000 WESTWOOD BLVD,00108,51,88.03A,OUTSIDE LINES/METER,58,6426797.9,1845451.3
4306055843,2017-04-22T00:00:00,1151,,0835,CA,201611,,MERZ,PA,WT,467 ARNAZ DR S,00460,54,80.69C,PARKED OVER TIME LIMIT,58,6445767.686107,1848234.672627
4335044383,2018-07-19T00:00:00,1131.0,,,CA,201801.0,,NISS,PA,BK,313 FIGUEROA ST N,00661,56.0,5204A-,DISPLAY OF TABS,25.0,6484579.437271,1842529.3173729999
4347733025,2019-01-28T00:00:00,247.0,99,,CA,,,MAZD,PA,BK,6662 WHITLEY TER,403A,54.0,80.58L,PREFERENTIAL PARKING,68.0,6460057.2780949995,1861475.681879
4302274955,2017-01-31T00:00:00,1230,TZ496,,CA,201712,,TOYT,PU,GY,18600 VENTURA BL,389R,53,88.13B+,METER EXP.,63,6398751.535297,1884617.167284
4304856286,2017-03-16T00:00:00,1158,HO967,,CA,,,CHEV,PA,SL,1701 WHITLEY AV,00486,54,88.13B+,METER EXP.,63,6460756.976783,1859516.042321
4256389130,2015-04-06T00:00:00,1101,,,CA,201603,,ISU,TK,WT,815 7TH ST W,00669,56,80.56E1,WHITE ZONE,58,6472015.9,1727123
4300682444,2016-12-29T00:00:00,1647,MV167,,CA,,,AUDI,PA,BK,12200 VENICE BL,00903,51,88.13B+,METER EXP.,63,6430989.734029,1824418.322794
4257796690,2015-05-05T00:00:00,2142,37,,NV,201604,,KAWK,MC,BK,7024 HAWTHORN AVE,00402,54,80.58L,PREFERENTIAL PARKING,68,6458021.9,1859071.4
4307698404,2017-05-04T00:00:00,1319,VL144,,CA,201711,,CHEV,CM,WT,1600 IRVING TABOR CT,00903,51,88.13B+,METER EXP.,63,6421105.622385,1819197.42804
4257643434,2015-05-01T00:00:00,1638,VN281,,CA,,,HOND,PA,WT,6301 VAN NUYS BL,00107,53,88.13B+,METER EXP.,63,6425961.6,1889884.1
4341398456,2018-10-11T00:00:00,920.0,,,CA,201910.0,,FORD,VN,WT,320 4TH ST W,00656,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6486064.390098,1840549.671538
4287148526,2016-07-08T00:00:00,804,,,CA,,,BMW,PA,WT,605 SOUTH SPRING STREET,00600,56,5200,DISPLAY OF PLATES,25,6485624.7,1839180.1
4303384875,2017-03-02T00:00:00,338,,,CA,201611,,TOYT,PA,WT,21909 LANARK STREET,00321,53,5204A-,DISPLAY OF TABS,25,6378888.599837,1902109.467872
4321648251,2017-11-14T00:00:00,936,,,CA,7,,NISS,PA,WT,6518 W  ORANGE ST,478R2,54,80.69BS,NO PARK/STREET CLEAN,73,6449618.338337,1846242.035748
4332765791,2018-05-21T00:00:00,858.0,,,CA,201904.0,,CHEV,PA,WT,702 WEST 81ST STREET,00553,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474870.961603,1809952.6300020001
4309600201,2017-06-16T00:00:00,444,,,CA,201703,,JEEP,PA,GN,1500 FULLER AVE N,00401,54,5204A-,DISPLAY OF TABS,25,6456021.357203,1858228.186137
4331330942,2018-04-27T00:00:00,1029.0,,,CA,201806.0,,JEEP,PA,BK,1141 ARAPAHOE STREET,539BH,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4252620676,2015-02-10T00:00:00,1137,,,CA,,,AUDI,PA,GY,305  S ORLANDO AVE,00471,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4324549213,2018-05-03T00:00:00,1010.0,,,CA,201712.0,,VOLV,PA,SL,9335 DARBY AVE,00336,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6400304.348758999,1910060.111123
4306933654,2017-04-22T00:00:00,1952,R386,,CA,201712,,HOND,PA,GY,6901 RESEDA BL,00317,53,88.13B+,METER EXP.,63,6399573.340971,1894021.28524
4326025616,2018-02-11T00:00:00,1734,49,,CA,201805,,TOYT,PA,GY,2006 CORINTH AVE,00201,51,80.58L,PREFERENTIAL PARKING,68,6426987.83005,1837357.452326
4291708470,2016-08-26T00:00:00,1007,,,CA,8,,TOYT,PA,BL,1506 SAWTELLE BLVD,00185,51,80.69BS,NO PARK/STREET CLEAN,73,6425359,1840260.4
4315989414,2017-09-23T00:00:00,2250,,,CA,6,,CHEV,PA,OT,S/O 7200 HOLLYWOOD BLVD,00401,54,80.56E4+,RED ZONE,93,6456690.41920939,1859541.0807467
4258315180,2015-05-07T00:00:00,958,WP3,,CA,201512,,MERZ,PA,BK,301 WASHINGTON BL W,00163,51,88.13B+,METER EXP.,63,6420848.8,1815578
4319629403,2017-10-26T00:00:00,815,,,CA,201806,,HOND,PA,SL,3801 BLK 5TH ST W,00400,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4321501085,2017-11-29T00:00:00,1558,NH132,,CA,201810,,TOYT,PA,BK,11101 MAGNOLIA BL,00359,53,88.13B+,METER EXP.,63,6448999.195986,1882601.871218
4286964485,2016-07-21T00:00:00,2206,,,CA,,,LNDR,PA,BK,11201 PENDLETON ST,00305,53,80.73.2,EXCEED 72HRS-ST,68,6448295.1,1908860.5
4262800776,2015-07-20T00:00:00,1321,,,CA,201605,,HOND,PA,SL,5310 CENTURY BL W,00166,51,80.56E4+,RED ZONE,93,99999,99999
4348003866,2019-02-02T00:00:00,845.0,,,CA,201908.0,,TSMR,PA,BK,1200 HOPE ST S,00600,56.0,5200,DISPLAY OF PLATES,25.0,6481574.339202,1837347.4173889998
4310420181,2017-06-06T00:00:00,157,,,CA,201705,,GMC,PA,TN,4101 BLK PALMYRA ROAD,00500,55,80.56E4+,RED ZONE,93,99999,99999
4286668470,2016-07-01T00:00:00,848,VWL56,,CA,3,,LEXS,PA,WT,601 VERMONT AV S,00465,54,88.63B+,OFF STR/OVERTIME/MTR,58,6473336.3,1845685.8
4305054272,2017-03-12T00:00:00,1254,,,CA,201705,,LNDR,PA,BK,905 N RICHMOND ST,00700,56,22500H,DOUBLE PARKING,68,6496107.774756,1843928.389179
4281050454,2016-04-19T00:00:00,819,,,CA,201703,,TOYT,PA,GY,13843 BURBANK BLVD,00365,53,80.69BS,NO PARK/STREET CLEAN,73,6430177.2,1885305.7
4267604342,2015-09-16T00:00:00,1258,,,CA,201512,,NISS,PU,WT,10606 LOU-DILLON AVE,00555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4345049822,2019-01-10T00:00:00,830.0,,,CA,201808.0,,HOND,PA,BL,2401 23RD ST W,00144,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6465381.98752,1835618.7368259998
4280426286,2016-04-20T00:00:00,919,PW422,,CA,201606,,HOND,PA,BG,11000 PICO BL W,00153,51,88.13B+,METER EXP.,63,6430689.3,1836599.4
4255553610,2015-04-08T00:00:00,2237,,,CA,201504,,FORD,PA,WT,730 SOUTH HOPE STREET,00600,56,80.69B,NO PARKING,73,99999,99999
4302764152,2017-02-03T00:00:00,1656,,,CA,201702,,TOYT,PA,WT,300 SOUTH OCCIDENTAL BOULEVARD,00453,54,80.69AP+,NO STOP/STANDING,93,6476205.933097,1847150.390503
4276542874,2016-02-10T00:00:00,222,,,CA,201609,,VOLK,PA,GN,1681 EAST 109TH STREET,00101,55,22502A,18 IN. CURB/2 WAY,63,99999,99999
4326373951,2018-02-18T00:00:00,547,,,CA,,,TOYT,PA,UN,1500 2ND ST W,00600,56,80.56E4+,RED ZONE,93,6482459.833519,1844667.551033
4283666925,2016-05-13T00:00:00,1032,,,CO,5,,SUBA,PA,WT,14804 DICKENS STREET,00367,53,80.69BS,NO PARK/STREET CLEAN,73,6423662.5,1877610.9
4268475794,2015-11-02T00:00:00,940,,,CA,201508,,STRN,PA,WT,4477 WOODMAN AVE,57B,54,5204A-,DISPLAY OF TABS,25,99999,99999
4312698810,2017-07-24T00:00:00,1053,,,CA,201708,,NISS,PA,BK,14434 HAMLIN ST,00391,53,80.69BS,NO PARK/STREET CLEAN,73,6426398.338769,1891342.854997
4335652160,2018-06-26T00:00:00,843.0,,,CA,201810.0,,JEEP,PA,SL,5825 CAMERFORD AVE,00443,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463271.497036,1853254.298411
4252591825,2015-02-17T00:00:00,1921,HO115,,CA,201504,,HOND,MC,RD,1600 SCHRADER BL,00402,54,88.13B+,METER EXP.,63,6461022.5,1858859.2
4308803155,2017-05-09T00:00:00,1243,,,CA,201706,,CHEV,PA,GY,6605 VAN NESS AVE S,00541,55,80.69BS,NO PARK/STREET CLEAN,73,6465342.39785552,1814991.73351756
4314462633,2017-08-17T00:00:00,2226,53,,CA,201711,,DODG,PA,WT,720 NORTH DETROIT STREET,402A,54,80.58L,PREFERENTIAL PARKING,68,6457156.252215,1853066.622118
4348164354,2019-01-25T00:00:00,733.0,,,CA,,,HOND,PA,GY,134 57TH ST E,101R,55.0,80.69A+,STOP/STAND PROHIBIT,93.0,6478401.333233,1819071.0362009997
4253552704,2015-02-17T00:00:00,1444,BF592,,CA,201412,,MITS,PA,SL,8201 MELROSE AV,493,54,88.13B+,METER EXP.,63,6450237.7,1853057.2
4272488636,2015-12-01T00:00:00,1806,,,CA,201605,,TOYT,PA,SL,401 ST LOUIS ST N,00602,56,80.56E4+,RED ZONE,93,6496392.9,1837833.5
4290592202,2016-08-04T00:00:00,1102,,,CA,201702,,FORD,PU,WT,985S FEDORA ST,00400,54,80.69BS,NO PARK/STREET CLEAN,73,6471433.5,1841822.5
4338332600,2018-08-15T00:00:00,1120.0,,,CA,201901.0,,CHRY,PA,GY,406 ST ANDREWS PL S,00460,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6467298.333242,1846922.230379
4353650416,2019-04-15T00:00:00,847.0,,,CA,201911.0,,BMW,PA,GY,5301 VIA MARISOL,00600,56.0,80.56E4+,RED ZONE,93.0,6505982.452023,1860425.051413
4303885821,2017-03-12T00:00:00,2035,,,CA,201711,,DODG,PA,BK,7101 WARING AV,00401,54,22502A,18 IN. CURB/2 WAY,63,6457490.462166,1853590.042611
4333580635,2018-06-15T00:00:00,833.0,,,CA,201809.0,,TOYT,PA,SL,1351 HALLDALE AVE,00568,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4305476280,2017-04-05T00:00:00,1631,,,CA,201801,,HOND,PA,GY,3220 4TH ST E,00600,56,80.69AA+,NO STOP/STAND,93,6501163.990592,1835262.811741
4259845004,2015-05-29T00:00:00,1016,,,CA,201603,,CHEV,PA,RD,11500 MISSOURI AVE,00185,51,80.56E4+,RED ZONE,93,99999,99999
4294410492,2016-09-29T00:00:00,1115,CB3988,,CA,201604,,TOYT,PA,BK,121 16TH ST E,00675,56,88.13B+,METER EXP.,63,6482177.3,1834672.7
4262179806,2015-06-26T00:00:00,1433,V6103,,UT,201512,,MERZ,PA,BK,235 MAIN ST S,164,51,88.13B+,METER EXP.,63,6416613.6,1821633.5
4274394493,2016-01-19T00:00:00,1359,,,WI,201605,,FORD,VV,GY,433 UNION DRIVE,00641,56,22500H,DOUBLE PARKING,68,6480598,1843884.3
4278951725,2016-03-30T00:00:00,1052,BH202,,CA,201609,,INFI,PA,SL,2310 CESAR E CHAVEZ AV E,00641,56,88.13B+,METER EXP.,63,99999,99999
4350334763,2019-03-18T00:00:00,706.0,,,CA,201905.0,,MAZD,PA,RD,100 AVENUE 26 W,00600,56.0,80.69AA+,NO STOP/STAND,93.0,6496365.150648001,1850332.4427
4316380165,2017-10-17T00:00:00,1243,,,CA,201810,,TOYT,PA,TN,855 82ND ST E,00554,55,80.69BS,NO PARK/STREET CLEAN,73,6474254.089665,1809504.69351
4337330793,2018-08-14T00:00:00,1340.0,CC19,,CA,201810.0,,GMC,PU,SL,300 TEMPLE ST E,00600,56.0,88.13B+,METER EXP.,63.0,6489059.472677,1841556.680081
4321186391,2017-11-18T00:00:00,132,22,,CA,201803,,TOYT,PA,BL,461 VETERAN AVE,504A,51,80.58L,PREFERENTIAL PARKING,68,6423910.854571,1847744.116032
4263015890,2015-07-15T00:00:00,1332,,,CA,201604,,FORD,PA,GN,7648 VISTA DEL MAR,00162,51,80.69A+,STOP/STAND PROHIBIT,93,6426335.7,1805016.2
4340664156,2018-09-17T00:00:00,1041.0,,,CA,201906.0,,CADI,PA,BK,1503 82ND ST W,00551,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469938.5059980005,1809631.8760040002
4262146954,2015-06-29T00:00:00,1635,TZ508,,CA,201511,,MERZ,PA,WT,18630 VENTURA BL,00373,53,88.13B+,METER EXP.,63,6398507.2,1884737.1
4269692114,2015-10-20T00:00:00,821,,,CA,201603,,HYUN,PA,GY,636 COCHRAN AVE,00476,54,80.69BS,NO PARK/STREET CLEAN,73,6456505.6,1845840
4324127290,2018-01-25T00:00:00,1305,34,,CA,201811,,TOYT,PU,GY,6671 5TH ST,00477,54,80.58L,PREFERENTIAL PARKING,68,6448722.506134,1847592.803029
4316242641,2017-09-19T00:00:00,1335,,,CA,3,,MERZ,PA,BL,101 LARCHMONT BLVD S,00456,54,80.69BS,NO PARK/STREET CLEAN,73,6463689.998021,1849114.334051
4308276932,2017-05-02T00:00:00,1340,,,CA,201801,,FORD,PA,SL,6405 ROMAINE ST W,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6461772.413958,1854906.895318
4338378170,2018-09-18T00:00:00,1358.0,,,CA,201810.0,,NISS,PU,BL,12700 PIERCE ST,00300,53.0,80.73.2,EXCEED 72HRS-ST,68.0,6437860.278891,1920816.79902
4293043016,2016-09-13T00:00:00,243,,,CA,201611,,FORD,VN,WT,416 SPRING ST S,00600,56,80.69B,NO PARKING,73,6486386.6,1840156.8
4270024021,2015-11-04T00:00:00,843,,,CA,201605,,FORD,PA,GY,4077 MISSION ROAD,00632,56,80.69A+,STOP/STAND PROHIBIT,93,6502592.4,1850105.2
4311335733,2017-07-03T00:00:00,1106,,,CA,201709,,FORD,PA,GY,17 TOPSAIL ST,00136,51,80.69BS,NO PARK/STREET CLEAN,73,6422856.14082,1811252.525819
4300800044,2017-02-08T00:00:00,1945,43,,CA,201706,,FORD,PA,GY,1200 WOODRUFF AVE,00207,51,80.58L,PREFERENTIAL PARKING,68,6431439.33356,1846198.288903
4251160233,2015-01-20T00:00:00,1115,,,CA,201405,,KIA,PA,GO,1900 VAN NESS AVE N,00462,54,5204A-,DISPLAY OF TABS,25,6466070,1860846
1109181183,2016-09-20T00:00:00,1758,,,NV,201704,,JEEP,PA,WH,MT HOLLYWOOD DR,,4,8056E4,RED ZONE,93,99999,99999
4323594612,2018-01-03T00:00:00,703,,,CA,201810,,MITS,PA,GY,1065 38TH ST W,00101,55,80.69B,NO PARKING,73,6472748.438022,1828808.167753
4260691050,2015-06-22T00:00:00,51,,,CA,201602,,INFI,PA,GN,301 LUCAS AVE,00602,40,80.56E4+,RED ZONE,93,99999,99999
4272087164,2015-12-02T00:00:00,1529,SS74,,CA,201603,,VOLV,PA,SL,11501 SANTA MONICA BL,00903,51,88.13B+,METER EXP.,63,6424768.3,1839253
4271662684,2015-11-24T00:00:00,949,,,CA,201601,,CHEV,PA,MR,131411 FOUNTAIN PARK DR,00167,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4319301862,2018-01-23T00:00:00,655,,,CA,201802,,HYUN,PA,GY,18000 KINGSBURY ST,00322,53,80.56E1,WHITE ZONE,58,6402923.228666,1918401.010353
4300396295,2016-12-28T00:00:00,1044,,0805,CA,201707,,NISS,PU,GN,371 2ND ST E,00681,56,80.69C,PARKED OVER TIME LIMIT,58,6486712.830872,1841722.907852
4313049510,2017-07-12T00:00:00,1056,,,CA,11,,GRUM,CM,BN,1132 PICO BLVD E,00677,56,22500H,DOUBLE PARKING,68,6479406.950645,1837843.902617
4346840201,2019-01-06T00:00:00,222.0,,,OK,,,FORD,CM,OT,1329 4TH AVE,506C,51.0,22502A,18 IN. CURB/2 WAY,63.0,99999.0,99999.0
4261854660,2015-07-13T00:00:00,1825,,,CA,2,,HOND,PA,GN,135 SANTA CRUZ ST,00500,55,5204A-,DISPLAY OF TABS,25,99999,99999
4254421452,2015-03-13T00:00:00,1007,,,CA,201601,,TOYT,PA,GY,11015 WEDDINGTON ST,00357,53,80.69BS,NO PARK/STREET CLEAN,73,6449553.3,1883366.2
4350380554,2019-03-07T00:00:00,1532.0,,,CA,201802.0,,TOYT,PA,WT,101 FREMONT AV N,00641,56.0,5204A-,DISPLAY OF TABS,25.0,6485014.778312,1843759.943277
